,Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
627,1503,2018-07-13,Women's hair cut,KIMY01,JJ,1,102.0,5.1,8.16
628,1504,2018-07-13,Highlights partial,ROZM01,JOANNE,1,140.0,7.0,11.2
629,1505,2018-07-13,Men's hair cut,CAND01,JJ,1,60.0,3.0,4.8
630,1506,2018-07-13,Women's hair cut,CARB01,BECKY,1,80.0,4.0,6.4
631,1506,2018-07-13,KM Doo over 250ml,CARB01,BECKY,1,34.5,1.725,2.76
632,1507,2018-07-13,Women's hair cut,LYK01,KELLY,1,55.0,2.75,4.4
633,1508,2018-07-13,Accent lights and color,SARK01,JOANNE,1,140.0,7.0,11.2
634,1508,2018-07-13,Women's hair cut,SARK01,JJ,1,102.0,5.1,8.16
635,1508,2018-07-13,,SARK01,JJ,1,17.55,0.8775,1.4040000000000001
636,1509,2018-07-13,Men's hair cut,BARW01,JJ,1,60.0,3.0,4.8
637,151,2018-04-10,Color touch up,IRWE01,KELLY,1,55.0,2.75,4.4
638,151,2018-04-10,Men's hair cut,IRWE01,SINEAD,1,45.0,2.25,3.6
639,1510,2018-07-13,Blowdry,WOOD02,JJ,1,52.0,2.6,4.16
640,1511,2018-07-13,Men's hair cut,POOD01,BECKY,1,50.0,2.5,4.0
641,1512,2018-07-14,Women's hair cut,TOBJ01,JJ,1,82.0,4.1,6.56
642,1513,2018-07-14,Women's hair cut,ARBA01,KELLY,1,55.0,2.75,4.4
643,1514,2018-07-14,Men's hair cut,MUIK01,KELLY,1,35.0,1.75,2.8
644,1515,2018-07-14,Women's hair cut,SMAN01,KELLY,1,45.0,2.25,3.6
645,1516,2018-07-14,Women's hair cut,DALR01,KELLY,1,45.0,2.25,3.6
646,152,2018-04-10,Women's hair cut,KOOM01,JJ,1,82.0,4.1,6.56
647,1520,2018-07-14,Men's hair cut,HELJ01,BECKY,1,50.0,2.5,4.0
648,1522,2018-07-14,Men's hair cut,SHAA01,BECKY,1,50.0,2.5,4.0
649,1523,2018-07-14,Balayage,LAMD01,JOANNE,1,200.0,10.0,16.0
650,1524,2018-07-14,Men's hair cut,MOHM01,KELLY,1,35.0,1.75,2.8
651,1525,2018-07-14,Women's hair cut,BINP01,JJ,1,51.0,2.55,4.08
652,1526,2018-07-14,Color full color,FLAS01,JOANNE,1,85.0,4.25,6.8
653,1526,2018-07-14,Women's hair cut,FLAS01,BECKY,1,80.0,4.0,6.4
654,1527,2018-07-14,Men's hair cut,CECA01,KELLY,1,35.0,1.75,2.8
655,1528,2018-07-14,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0
656,1528,2018-07-14,miscellaneous,BROS01,HOUSE,1,-50.0,-2.5,-4.0
657,1529,2018-07-14,Women's hair cut,CULT01,BECKY,1,80.0,4.0,6.4
658,153,2018-04-10,Women's hair cut,LANS01,BECKY,1,60.0,3.0,4.8
659,1530,2018-07-14,Men's hair cut,HUTP01,JJ,1,40.0,2.0,3.2
660,1531,2018-07-14,Women's hair cut,TOPS01,BECKY,1,80.0,4.0,6.4
661,1532,2018-07-14,Blowdry,LAIA01,TANYA,1,15.0,0.75,1.2
662,1533,2018-07-14,Women's hair cut,YAGL01,KELLY,1,55.0,2.75,4.4
663,1534,2018-07-14,Women's hair cut,COWL01,BECKY,1,80.0,4.0,6.4
664,1534,2018-07-14,Highlights partial,COWL01,JOANNE,1,160.0,8.0,12.8
665,1535,2018-07-15,Women's hair cut,CONK01,BECKY,1,60.0,3.0,4.8
666,1536,2018-07-15,Men's hair cut,HAMD01,BECKY,1,50.0,2.5,4.0
667,1537,2018-07-15,Men's hair cut,YATT01,BECKY,1,50.0,2.5,4.0
668,1538,2018-07-15,Women's hair cut,BROT01,BECKY,1,80.0,4.0,6.4
669,1539,2018-07-15,Blowdry,NIKK01,JJ,1,32.0,1.6,2.56
670,154,2018-04-10,Women's hair cut,SIDA01,BECKY,1,60.0,3.0,4.8
671,1540,2018-07-15,Men's hair cut,BARJ01,BECKY,1,30.0,1.5,2.4
672,1541,2018-07-15,KM Motion lotion 150ml,WALK_IN,JJ,1,28.8,1.44,2.3040000000000003
673,1542,2018-07-15,Blowdry,WONM02,JJ,1,52.0,2.6,4.16
674,1542,2018-07-15,miscellaneous,WONM02,HOUSE,1,-52.0,-2.6,-4.16
675,1543,2018-07-17,Women's hair cut,SARM01,JJ,1,82.0,4.1,6.56
676,1543,2018-07-17,Color full color,SARM01,JOANNE,1,85.0,4.25,6.8
677,1543,2018-07-17,Design me Puff me light 9.1g,SARM01,JJ,1,17.55,0.8775,1.4040000000000001
678,1544,2018-07-17,Color mini touch up,HILJ01,JOANNE,1,50.0,2.5,4.0
679,1544,2018-07-17,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0
680,1544,2018-07-17,miscellaneous,HILJ01,HOUSE,1,-50.0,-2.5,-4.0
681,1545,2018-07-17,Blowdry,KUKK01,BECKY,1,50.0,2.5,4.0
682,1545,2018-07-17,miscellaneous,KUKK01,HOUSE,1,-50.0,-2.5,-4.0
683,1546,2018-07-17,Women's hair cut,JURS01,BECKY,1,60.0,3.0,4.8
684,1547,2018-07-17,Men's hair cut,LEEP01,JJ,1,60.0,3.0,4.8
685,1548,2018-07-17,Men's hair cut,HENB01,JJ,1,60.0,3.0,4.8
686,1549,2018-07-17,Women's hair cut,HYLK01,JJ,1,82.0,4.1,6.56
687,155,2018-04-10,Women's hair cut,BOWM01,JJ,1,82.0,4.1,6.56
688,1550,2018-07-17,Men's hair cut,KWOR01,KELLY,1,35.0,1.75,2.8
689,1552,2018-07-17,Men's hair cut,THOW02,JJ,1,60.0,3.0,4.8
690,1553,2018-07-17,Partial highlights and color,TRAS01,JOANNE,1,150.0,7.5,12.0
691,1554,2018-07-17,Blowdry,TIML01,TANYA,1,35.0,1.75,2.8
692,1555,2018-07-17,AG Dry Lift 44ml,WALK_IN,JJ,1,21.6,1.08,1.7280000000000002
693,1556,2018-07-17,Women's hair cut,BOSJ01,BECKY,1,80.0,4.0,6.4
694,1557,2018-07-17,Color touch up,YANC01,JOANNE,1,70.0,3.5,5.6
695,1558,2018-07-17,Highlights half head and color,PAE01,KELLY,1,110.0,5.5,8.8
696,1558,2018-07-17,Women's hair cut,PAE01,KELLY,1,75.0,3.75,6.0
697,1558,2018-07-17,Smart Bond,PAE01,KELLY,2,50.0,2.5,4.0
698,1559,2018-07-17,Accent lights and color,STUM01,JOANNE,1,125.0,6.25,10.0
699,156,2018-04-10,Women's hair cut,SAMB01,JJ,1,82.0,4.1,6.56
700,1560,2018-07-17,Men's hair cut,GUYD01,BECKY,1,50.0,2.5,4.0
701,1560,2018-07-17,Men's camo color,GUYD01,BECKY,1,45.0,2.25,3.6
702,1561,2018-07-17,Blowdry,RIHM01,BECKY,1,50.0,2.5,4.0
703,1563,2018-07-17,Men's hair cut,PARJ01,KELLY,1,55.0,2.75,4.4
704,1564,2018-07-17,Men's hair cut,PIPJ01,JJ,1,60.0,3.0,4.8
705,1565,2018-07-17,Men's hair cut,GROR01,JJ,1,40.0,2.0,3.2
706,1566,2018-07-17,Women's hair cut,JOHJ01,BECKY,1,80.0,4.0,6.4
707,1566,2018-07-17,KM Body builder 350m,JOHJ01,BECKY,1,31.05,1.5525,2.484
708,1567,2018-07-18,Women's hair cut,BEZK01,JJ,1,82.0,4.1,6.56
709,1567,2018-07-18,Shu essence absolue C.milk 250,BEZK01,JJ,1,50.4,2.52,4.032
710,157,2018-04-10,Men's hair cut,MCCB01,BECKY,1,30.0,1.5,2.4
711,1570,2018-07-18,Blowdry,LEVL01,JJ,1,52.0,2.6,4.16
712,1572,2018-07-18,Men's hair cut,SLUS01,JJ,1,60.0,3.0,4.8
713,1574,2018-07-18,accent lights,BOES01,JOANNE,1,110.0,5.5,8.8
714,1577,2018-07-18,Blowdry,STAT01,TANYA,1,15.0,0.75,1.2
715,1578,2018-07-18,Women's hair cut,MANL01,JJ,1,102.0,5.1,8.16
716,1579,2018-07-18,Women's hair cut,PHIJ01,JJ,1,102.0,5.1,8.16
717,1579,2018-07-18,LP wild stylers scruff me 150m,PHIJ01,JJ,1,22.5,1.125,1.8
718,158,2018-04-10,Women's hair cut,KRIA01,JJ,1,82.0,4.1,6.56
719,1580,2018-07-18,Women's hair cut,VARE01,JJ,1,82.0,4.1,6.56
720,1581,2018-07-18,Treatments 1,ELSM01,JJ,1,0.0,0.0,0.0
721,1581,2018-07-18,Blowdry,ELSM01,JJ,1,52.0,2.6,4.16
722,1583,2018-07-18,Men's hair cut,POTR01,JJ,1,60.0,3.0,4.8
723,1585,2018-07-19,Women's hair cut,BEAA02,JJ,1,82.0,4.1,6.56
724,1585,2018-07-19,KM Easy rider 100g,BEAA02,HOUSE,1,0.0,0.0,0.0
725,1586,2018-07-19,Highlights partial,NICL01,JOANNE,1,150.0,7.5,12.0
726,1586,2018-07-19,Women's hair cut,NICL01,JJ,1,73.6,3.68,5.888
727,1587,2018-07-19,Women's hair cut,SIDA01,BECKY,1,60.0,3.0,4.8
728,1588,2018-07-19,Men's hair cut,WOOJ02,BECKY,1,30.0,1.5,2.4
729,1589,2018-07-19,Women's hair cut,CHAE01,BECKY,1,60.0,3.0,4.8
730,159,2018-04-10,Women's hair cut,CARB01,BECKY,1,60.0,3.0,4.8
731,1590,2018-07-20,Women's hair cut,SKUD01,BECKY,1,80.0,4.0,6.4
732,1591,2018-07-19,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0
733,1591,2018-07-19,miscellaneous,BROS01,HOUSE,1,-50.0,-2.5,-4.0
734,1592,2018-07-19,Women's hair cut,COHH01,KELLY,1,55.0,2.75,4.4
735,1594,2018-07-19,Women's hair cut,KEIS01,BECKY,1,80.0,4.0,6.4
736,1595,2018-07-19,Women's hair cut,JASA01,JJ,1,102.0,5.1,8.16
737,1596,2018-07-19,Men's hair cut,STEM02,JJ,1,60.0,3.0,4.8
738,1597,2018-07-19,Men's hair cut,LIMB01,BECKY,1,50.0,2.5,4.0
739,1598,2018-07-19,Women's hair cut,SINJ01,JJ,1,102.0,5.1,8.16
740,1599,2018-07-19,Women's hair cut,WIL*01,JJ,1,102.0,5.1,8.16
741,1599,2018-07-19,Color touch up,WIL*01,JOANNE,1,70.0,3.5,5.6
742,16,2018-03-16,Men's hair cut,SLEA01,JJ,1,40.0,2.0,3.2
743,160,2018-04-11,Women's hair cut,GARJ01,JJ,1,82.0,4.1,6.56
744,1604,2018-07-19,Blowdry,COLG01,BECKY,1,50.0,2.5,4.0
745,1606,2018-07-19,Women's hair cut,HEIM01,BECKY,1,80.0,4.0,6.4
746,1607,2018-07-19,Women's hair cut,HOLL01,JJ,1,102.0,5.1,8.16
747,1608,2018-07-19,Women's hair cut,ESKR01,JJ,1,102.0,5.1,8.16
748,1610,2018-07-19,Women's hair cut,HERD01,KELLY,1,60.0,3.0,4.8
749,1611,2018-07-20,Women's hair cut,MCGD01,JJ,1,82.0,4.1,6.56
750,1612,2018-07-20,Blowdry,LIND01,BECKY,1,50.0,2.5,4.0
751,1612,2018-07-20,miscellaneous,LIND01,HOUSE,1,-50.0,-2.5,-4.0
752,1612,2018-07-20,Color mini touch up,LIND01,JOANNE,1,50.0,2.5,4.0
753,1613,2018-07-20,Women's hair cut,FAIL01,KELLY,1,55.0,2.75,4.4
754,1614,2018-07-20,Women's hair cut,TOMA01,KELLY,1,55.0,2.75,4.4
755,1615,2018-07-20,Women's hair cut,MOOE01,KELLY,1,45.0,2.25,3.6
756,1616,2018-07-20,Highlights partial,MURS02,JOANNE,1,140.0,7.0,11.2
757,1617,2018-07-20,Men's hair cut,KLEA01,BECKY,1,50.0,2.5,4.0
758,1617,2018-07-20,KM Night Rider 100g,KLEA01,BECKY,1,28.8,1.44,2.3040000000000003
759,1619,2018-07-20,Women's hair cut,CRIV01,JJ,1,102.0,5.1,8.16
760,1619,2018-07-20,Blowdry,CRIV01,JJ,1,52.0,2.6,4.16
761,162,2018-04-11,Blowdry,VAUD01,JJ,1,32.0,1.6,2.56
762,1620,2018-07-20,Women's hair cut,KOOM01,JJ,1,102.0,5.1,8.16
763,1621,2018-07-20,Women's hair cut,THOW01,JJ,1,102.0,5.1,8.16
764,1622,2018-07-20,Accent lights and color,ROBT01,JOANNE,1,125.0,6.25,10.0
765,1622,2018-07-20,Blowdry,ROBT01,KELLY,1,55.0,2.75,4.4
766,1623,2018-07-20,Blowdry,POLB01,BECKY,1,50.0,2.5,4.0
767,1625,2018-07-20,Highlights half head and color,DIRK01,KELLY,1,120.0,6.0,9.6
768,1625,2018-07-20,Women's hair cut,DIRK01,KELLY,1,55.0,2.75,4.4
769,1625,2018-07-20,Color toner,DIRK01,KELLY,1,30.0,1.5,2.4
770,1626,2018-07-20,Men's hair cut,POUG01,BECKY,1,50.0,2.5,4.0
771,1627,2018-07-20,Color touch up,RUBH02,TANYA,1,25.0,1.25,2.0
772,1627,2018-07-20,Blowdry,RUBH02,TANYA,1,25.0,1.25,2.0
773,1628,2018-07-20,Women's hair cut,MOOH01,JJ,1,102.0,5.1,8.16
774,1629,2018-07-20,Men's hair cut,STEB01,BECKY,1,50.0,2.5,4.0
775,1630,2018-07-20,Highlights partial,SCHC01,JOANNE,1,140.0,7.0,11.2
776,1630,2018-07-20,Shu urban moisture masque200,SCHC01,JOANNE,1,59.4,2.97,4.752
777,1631,2018-07-20,Men's hair cut,MAXI01,KELLY,1,55.0,2.75,4.4
778,1632,2018-07-20,Women's hair cut,SENM01,BECKY,1,80.0,4.0,6.4
779,1633,2018-07-20,Color mini touch up,PENM01,JOANNE,1,50.0,2.5,4.0
780,1633,2018-07-20,Blowdry,PENM01,JJ,1,52.0,2.6,4.16
781,1633,2018-07-20,LP wild stylers scruff me 150m,PENM01,JJ,1,22.5,1.125,1.8
782,1634,2018-07-20,Women's hair cut,MARK01,BECKY,1,80.0,4.0,6.4
783,1635,2018-07-20,Women's hair cut,LYL01,JJ,1,102.0,5.1,8.16
784,1637,2018-07-20,Color touch up,RUTR01,JOANNE,1,70.0,3.5,5.6
785,1637,2018-07-20,Blowdry,RUTR01,JJ,1,0.0,0.0,0.0
786,1638,2018-07-20,KM Body builder 350m,WALK_IN,HOUSE,1,17.25,0.8625,1.38
787,1639,2018-07-21,Blowdry,WONM02,JJ,1,52.0,2.6,4.16
788,1639,2018-07-21,miscellaneous,WONM02,HOUSE,1,-52.0,-2.6,-4.16
789,1640,2018-07-21,Highlights half head,LEIG01,KELLY,1,120.0,6.0,9.6
790,1641,2018-07-21,Blowdry,LELS01,KELLY,1,35.0,1.75,2.8
791,1642,2018-07-21,Men's hair cut,MCGA03,KELLY,1,55.0,2.75,4.4
792,1643,2018-07-21,Women's hair cut,SCHC01,JJ,1,102.0,5.1,8.16
793,1644,2018-07-21,Men's hair cut,MARG01,JJ,1,60.0,3.0,4.8
794,1645,2018-07-21,Color touch up,RUGN01,TANYA,1,45.0,2.25,3.6
795,1645,2018-07-21,Blowdry,RUGN01,TANYA,1,15.0,0.75,1.2
796,1646,2018-07-21,Men's hair cut,SARA01,JJ,1,60.0,3.0,4.8
797,1647,2018-07-21,Women's hair cut,ALLM01,JJ,1,82.0,4.1,6.56
798,1649,2018-07-21,Men's hair cut,ROST01,JJ,1,60.0,3.0,4.8
799,1650,2018-07-21,Men's hair cut,HYSA01,JJ,1,60.0,3.0,4.8
800,1651,2018-07-21,Blowdry,?A01,KELLY,1,55.0,2.75,4.4
801,1652,2018-07-21,Consultation,LEIG01,KELLY,1,0.0,0.0,0.0
802,1653,2018-07-24,Women's hair cut,AGOE01,JJ,1,82.0,4.1,6.56
803,1654,2018-07-24,Accent lights and color,MACA01,JOANNE,1,130.0,6.5,10.4
804,1654,2018-07-24,Women's hair cut,MACA01,JJ,1,92.0,4.6,7.36
805,1655,2018-07-24,Women's hair cut,LEES01,JJ,1,82.0,4.1,6.56
806,1655,2018-07-24,Design me Puff me 1.9g,LEES01,JJ,2,35.1,1.755,2.8080000000000003
807,1657,2018-07-24,Men's hair cut,MELE01,BECKY,1,50.0,2.5,4.0
808,1658,2018-07-24,Blowdry,KUKK01,BECKY,1,50.0,2.5,4.0
809,1658,2018-07-24,miscellaneous,KUKK01,HOUSE,1,-50.0,-2.5,-4.0
810,166,2018-04-11,Blow dry bundle 5+1,HOLL01,HOUSE,1,225.0,11.25,18.0
811,1660,2018-07-24,Women's hair cut,DAWP01,BECKY,1,80.0,4.0,6.4
812,1661,2018-07-24,Highlights partial,KUKH01,JOANNE,1,160.0,8.0,12.8
813,1661,2018-07-24,Women's hair cut,KUKH01,BECKY,1,80.0,4.0,6.4
814,1662,2018-07-24,Women's hair cut,CLAJ01,JJ,1,102.0,5.1,8.16
815,1663,2018-07-24,Color touch up,CLAM01,JOANNE,1,70.0,3.5,5.6
816,1665,2018-07-24,Men's hair cut,ABL*01,BECKY,1,30.0,1.5,2.4
817,1665,2018-07-24,Men's hair cut,ND01,BECKY,1,30.0,1.5,2.4
818,1666,2018-07-24,Men's hair cut,BORJ01,JJ,1,60.0,3.0,4.8
819,1667,2018-07-24,Men's hair cut,TRUA02,KELLY,1,35.0,1.75,2.8
820,1667,2018-07-24,Men's hair cut,TRUA01,JJ,1,40.0,2.0,3.2
821,1668,2018-07-24,Consultation,BISS01,BECKY,1,0.0,0.0,0.0
822,1669,2018-07-24,PO strength cure sh 250ml,WALK_IN,JJ,1,30.73,1.5365,2.4584
823,167,2018-04-11,Women's hair cut,RUTA01,JJ,1,92.0,4.6,7.36
824,167,2018-04-11,Accent lights and color,RUTA01,KELLY,1,80.0,4.0,6.4
825,1671,2018-07-24,Men's hair cut,DAS*01,KELLY,1,35.0,1.75,2.8
826,1672,2018-07-24,Men's hair cut,BROS02,BECKY,1,50.0,2.5,4.0
827,1674,2018-07-24,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8
828,1675,2018-07-24,Men's hair cut,GIEC01,JJ,1,60.0,3.0,4.8
829,1676,2018-07-25,Color touch up,RUTA01,JOANNE,1,60.0,3.0,4.8
830,1676,2018-07-25,Women's hair cut,RUTA01,JJ,1,92.0,4.6,7.36
831,1677,2018-07-25,Women's hair cut,GARJ02,JJ,1,82.0,4.1,6.56
832,1679,2018-07-25,Men's hair cut,ATLB01,KELLY,1,35.0,1.75,2.8
833,168,2018-04-11,Women's hair cut,SPRK01,JJ,1,82.0,4.1,6.56
834,1681,2018-07-25,Men's hair cut,COLJ01,JJ,1,0.0,0.0,0.0
835,1683,2018-07-25,Women's hair cut,RADP01,KELLY,1,55.0,2.75,4.4
836,1684,2018-07-25,Women's hair cut,KRAS01,KELLY,1,55.0,2.75,4.4
837,1685,2018-07-25,Women's hair cut,NEEL01,JJ,1,102.0,5.1,8.16
838,1685,2018-07-25,Color touch up,NEEL01,JOANNE,1,70.0,3.5,5.6
839,1686,2018-07-25,Blowdry,DOWR01,TANYA,1,35.0,1.75,2.8
840,1687,2018-07-25,Color touch up,BENC01,JOANNE,1,70.0,3.5,5.6
841,1688,2018-07-25,Blowdry,LAIA01,KELLY,1,55.0,2.75,4.4
842,1689,2018-07-25,Women's hair cut,GAGC01,JJ,1,102.0,5.1,8.16
843,169,2018-04-11,Men's hair cut,TRAJ01,JJ,1,40.0,2.0,3.2
844,1690,2018-07-25,Blowdry,MOOJ01,KELLY,1,55.0,2.75,4.4
845,1691,2018-07-25,Color touch up,GA01,TANYA,1,45.0,2.25,3.6
846,1691,2018-07-25,Blowdry,GA01,TANYA,1,15.0,0.75,1.2
847,1692,2018-07-25,Men's hair cut,MCLI01,JJ,1,60.0,3.0,4.8
848,1693,2018-07-25,Consultation,WOOJ01,JJ,1,0.0,0.0,0.0
849,1693,2018-07-25,Consultation,WOOJ01,JOANNE,1,0.0,0.0,0.0
850,1694,2018-07-26,Women's hair cut,GOOA02,BECKY,1,60.0,3.0,4.8
851,1695,2018-07-26,Men's hair cut,SCHJ02,JJ,1,20.0,1.0,1.6
852,1696,2018-07-26,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0
853,1696,2018-07-26,miscellaneous,SIRM01,HOUSE,1,-50.0,-2.5,-4.0
854,1697,2018-07-26,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0
855,1697,2018-07-26,miscellaneous,HILJ01,HOUSE,1,-50.0,-2.5,-4.0
856,1698,2018-07-26,Men's hair cut,BRAN01,BECKY,1,50.0,2.5,4.0
857,1699,2018-07-26,Men's hair cut,LYNG01,JJ,1,60.0,3.0,4.8
858,17,2018-03-16,Men's hair cut,STEH01,JJ,1,40.0,2.0,3.2
859,170,2018-04-11,Women's hair cut,BROA01,SINEAD,1,70.0,3.5,5.6
860,1701,2018-07-26,Blowdry,COLG01,JJ,1,52.0,2.6,4.16
861,1702,2018-07-26,Men's hair cut,MACR01,JJ,1,40.0,2.0,3.2
862,1702,2018-07-26,Children (under 12),MACT02,JJ,1,32.0,1.6,2.56
863,1707,2018-07-26,Men's hair cut,SMIL01,JJ,1,40.0,2.0,3.2
864,1708,2018-07-26,Women's hair cut,SMIC01,BECKY,1,80.0,4.0,6.4
865,1709,2018-07-26,Shu ultimae remedy masque200,WALK_IN,JJ,1,59.4,2.97,4.752
866,171,2018-04-11,Women's hair cut,KIMF01,JJ,1,82.0,4.1,6.56
867,1711,2018-07-26,Blowdry,WEEJ01,JJ,1,32.0,1.6,2.56
868,1712,2018-07-26,Women's hair cut,SKUT01,BECKY,1,80.0,4.0,6.4
869,1713,2018-07-26,Men's hair cut,THOD01,JJ,1,60.0,3.0,4.8
870,1714,2018-07-26,Women's hair cut,SCOL01,BECKY,1,80.0,4.0,6.4
871,1715,2018-07-26,Men's hair cut,MAKM01,BECKY,1,50.0,2.5,4.0
872,1716,2018-07-26,Men's hair cut,VERD01,KELLY,1,55.0,2.75,4.4
873,1717,2018-07-26,Color correction,TASR01,JOANNE,1,205.0,10.25,16.4
874,1717,2018-07-26,Smart Bond,TASR01,JOANNE,1,25.0,1.25,2.0
875,1718,2018-07-26,Men's hair cut,JONC01,BECKY,1,50.0,2.5,4.0
876,1719,2018-07-26,Blowdry,MILJ01,JJ,1,32.0,1.6,2.56
877,172,2018-04-11,Women's hair cut,GREN01,SINEAD,1,70.0,3.5,5.6
878,1720,2018-07-26,Women's hair cut,CAYK01,KELLY,1,75.0,3.75,6.0
879,1720,2018-07-26,Treatments 1,CAYK01,TANYA,1,20.0,1.0,1.6
880,1720,2018-07-26,Color full color,CAYK01,JOANNE,1,85.0,4.25,6.8
881,1721,2018-07-27,Women's hair cut,GRIF01,JJ,1,92.0,4.6,7.36
882,1721,2018-07-27,Color touch up,GRIF01,JOANNE,1,60.0,3.0,4.8
883,1722,2018-07-27,Blowdry,SKUD01,BECKY,1,50.0,2.5,4.0
884,1722,2018-07-27,miscellaneous,SKUD01,HOUSE,1,-50.0,-2.5,-4.0
885,1723,2018-07-27,Men's hair cut,JAMM01,BECKY,1,30.0,1.5,2.4
886,1725,2018-07-27,Women's hair cut,THIA01,KELLY,1,55.0,2.75,4.4
887,1727,2018-07-27,accent lights,LEAS01,JOANNE,1,125.0,6.25,10.0
888,1728,2018-07-27,Women's hair cut,CHMY01,BECKY,1,80.0,4.0,6.4
889,1729,2018-07-27,Men's hair cut,DUFD01,JJ,1,60.0,3.0,4.8
890,1730,2018-07-27,Blowdry,JONE01,KELLY,1,35.0,1.75,2.8
891,1730,2018-07-27,Balayage,JONE01,KELLY,1,170.0,8.5,13.6
892,1730,2018-07-27,Treatments 1,JONE01,KELLY,2,50.0,2.5,4.0
893,1730,2018-07-27,Color toner,JONE01,KELLY,1,45.0,2.25,3.6
894,1731,2018-07-27,Men's hair cut,MERM01,BECKY,1,50.0,2.5,4.0
895,1732,2018-07-27,Men's hair cut,SCHJ01,JJ,1,60.0,3.0,4.8
896,1732,2018-07-27,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6
897,1733,2018-07-27,Women's hair cut,LOSC01,KELLY,1,55.0,2.75,4.4
898,1734,2018-07-27,Women's hair cut,LYOH01,BECKY,1,80.0,4.0,6.4
899,1735,2018-07-27,Women's hair cut,MARR01,JJ,1,102.0,5.1,8.16
900,1735,2018-07-27,AG Cloud 107ml,MARR01,JJ,1,23.4,1.17,1.8719999999999999
901,1735,2018-07-27,Elchim diffuser,MARR01,JJ,1,40.0,2.0,3.2
902,1736,2018-07-27,Men's hair cut,STEL02,BECKY,1,50.0,2.5,4.0
903,1737,2018-07-27,Blowdry,KENJ01,KELLY,1,35.0,1.75,2.8
904,1738,2018-07-27,Highlights partial,LINM01,JOANNE,1,160.0,8.0,12.8
905,1738,2018-07-27,Women's hair cut,LINM01,JJ,1,102.0,5.1,8.16
906,1739,2018-07-27,Men's hair cut,PN01,KELLY,1,55.0,2.75,4.4
907,174,2018-04-11,Men's hair cut,POTR01,JJ,1,60.0,3.0,4.8
908,1740,2018-07-27,Women's hair cut,MCKT01,BECKY,1,80.0,4.0,6.4
909,1741,2018-07-27,Women's hair cut,KUCM02,JJ,1,102.0,5.1,8.16
910,1743,2018-07-27,Blow dry bundle 5+1,CHUJ01,HOUSE,1,250.0,12.5,20.0
911,1744,2018-07-27,Blowdry,WOOD02,JJ,1,52.0,2.6,4.16
912,1745,2018-07-27,Consultation,ZIMJ01,JJ,1,0.0,0.0,0.0
913,1746,2018-07-28,Women's hair cut,COAJ01,BECKY,1,70.0,3.5,5.6
914,1746,2018-07-28,Highlights half head and color,COAJ01,JOANNE,1,140.0,7.0,11.2
915,1747,2018-07-28,Women's hair cut,HOC01,KELLY,1,65.0,3.25,5.2
916,1747,2018-07-28,Color toner,HOC01,KELLY,1,35.0,1.75,2.8
917,1748,2018-07-28,Women's hair cut,TOLM01,KELLY,1,55.0,2.75,4.4
918,1749,2018-07-28,Blowdry,KELR01,BECKY,1,5.0,0.25,0.4
919,175,2018-04-11,Women's hair cut,ARRM01,JJ,1,82.0,4.1,6.56
920,1750,2018-07-28,Dry updo,KELA01,JJ,1,82.0,4.1,6.56
921,1752,2018-07-28,Men's hair cut,BOTN01,BECKY,1,50.0,2.5,4.0
922,1753,2018-07-28,Highlights partial,RUMJ02,JOANNE,1,160.0,8.0,12.8
923,1754,2018-07-28,Women's hair cut,JOYA01,BECKY,1,60.0,3.0,4.8
924,1755,2018-07-28,Men's hair cut,IRWE01,BECKY,1,50.0,2.5,4.0
925,1755,2018-07-28,Color touch up,IRWE01,JOANNE,1,70.0,3.5,5.6
926,1757,2018-07-28,Women's hair cut,KOMK01,KELLY,1,55.0,2.75,4.4
927,1758,2018-07-28,Blowdry,DD01,KELLY,1,35.0,1.75,2.8
928,1761,2018-07-28,Blowdry,NELT01,BECKY,1,50.0,2.5,4.0
929,1762,2018-07-28,accent lights,BURT01,JOANNE,1,45.0,2.25,3.6
930,1762,2018-07-28,Men's hair cut,BURT01,JJ,1,60.0,3.0,4.8
931,1763,2018-07-28,Blowdry,PERB01,JJ,1,32.0,1.6,2.56
932,1764,2018-07-28,Blowdry,NEML01,JJ,1,32.0,1.6,2.56
933,1765,2018-07-28,Color full color,MARM01,JOANNE,1,85.0,4.25,6.8
934,1766,2018-07-28,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0
935,1766,2018-07-28,miscellaneous,BROS01,HOUSE,1,-50.0,-2.5,-4.0
936,1767,2018-07-28,Consultation,SARK01,JOANNE,1,0.0,0.0,0.0
937,1768,2018-07-29,Men's hair cut,APTM01,JJ,1,30.0,1.5,2.4
938,1769,2018-07-29,Men's hair cut,SPIJ01,BECKY,1,50.0,2.5,4.0
939,177,2018-04-11,Women's hair cut,DACJ01,SINEAD,1,70.0,3.5,5.6
940,1770,2018-07-29,Men's hair cut,KOOM02,JJ,1,40.0,0.0,3.2
941,1772,2018-07-29,Men's hair cut,ALIA01,BECKY,1,50.0,2.5,4.0
