,Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
0,10,2018-03-15,Women's hair cut,KERT01,JJ,1,82.0,4.1,6.56
1,100,2018-04-05,Women's hair cut,COOM01,SINEAD,1,70.0,3.5,5.6
2,1000,2018-06-09,Consultation,PEDM01,JJ,1,0.0,0.0,0.0
3,1001,2018-06-09,Women's hair cut,BAIS01,KELLY,1,55.0,2.75,4.4
4,1003,2018-06-09,Women's hair cut,FRAL01,KELLY,1,65.0,3.25,5.2
5,1003,2018-06-09,Color full color,FRAL01,JOANNE,1,75.0,3.75,6.0
6,1006,2018-06-09,Blowdry,LEVL01,JJ,1,0.0,0.0,0.0
7,1007,2018-06-09,Women's hair cut,JASA01,JJ,1,102.0,5.1,8.16
8,1008,2018-06-09,Women's hair cut,CHOT01,KELLY,1,45.0,2.25,3.6
9,1008,2018-06-09,Smart Bond,CHOT01,KELLY,1,25.0,1.25,2.0
10,1009,2018-06-09,Women's hair cut,KUZD01,KELLY,1,65.0,3.25,5.2
11,1009,2018-06-09,Color touch up,KUZD01,JOANNE,1,60.0,3.0,4.8
12,101,2018-04-05,Men's hair cut,TINT01,BECKY,1,30.0,1.5,2.4
13,1010,2018-06-09,Women's hair cut,NEMM01,JJ,1,82.0,4.1,6.56
14,1011,2018-06-09,Blowdry,OBRK01,KELLY,1,35.0,1.75,2.8
15,1012,2018-06-12,Blowdry,PER*01,JJ,1,52.0,2.6,4.16
16,1013,2018-06-12,Men's hair cut,LEEP01,JJ,1,60.0,3.0,4.8
17,1014,2018-06-12,Blowdry,NELT01,JJ,1,52.0,2.6,4.16
18,1015,2018-06-12,Men's hair cut,LEL01,KELLY,1,35.0,1.75,2.8
19,1015,2018-06-12,Shu cleansing oil sh400ml,LEL01,KELLY,1,50.4,2.52,4.032
20,1016,2018-06-12,Women's hair cut,MORB01,JJ,1,102.0,5.1,8.16
21,1016,2018-06-12,Color touch up,MORB01,JOANNE,1,70.0,3.5,5.6
22,1019,2018-06-12,Smart Bond,ALCV01,KELLY,1,25.0,1.25,2.0
23,1019,2018-06-12,Balayage,ALCV01,KELLY,1,170.0,8.5,13.6
24,1019,2018-06-12,Color toner,ALCV01,KELLY,1,45.0,2.25,3.6
25,1019,2018-06-12,Smart Bond,ALCV01,KELLY,1,25.0,1.25,2.0
26,102,2018-04-05,Men's hair cut,SCHJ01,JJ,1,60.0,3.0,4.8
27,1020,2018-06-12,Partial highlights and color,CLAM01,JOANNE,1,160.0,8.0,12.8
28,1021,2018-06-12,Women's hair cut,LINM02,JJ,1,102.0,5.1,8.16
29,1021,2018-06-12,PO hydrate sh  250ml,LINM02,JJ,1,30.73,1.5365,2.4584
30,1022,2018-06-12,Women's hair cut,TAYL02,JJ,1,82.0,4.1,6.56
31,1023,2018-06-12,Men's hair cut,PIPJ01,JJ,1,60.0,3.0,4.8
32,1024,2018-06-12,Women's hair cut,MCCK01,KELLY,1,55.0,2.75,4.4
33,1025,2018-06-12,Women's hair cut,DAJR01,JJ,1,92.0,4.6,7.36
34,1025,2018-06-12,Color full color,DAJR01,JOANNE,1,75.0,3.75,6.0
35,1026,2018-06-12,Women's hair cut,KULR01,KELLY,1,75.0,3.75,6.0
36,1027,2018-06-12,Women's hair cut,GIAL01,JJ,1,92.0,4.6,7.36
37,1027,2018-06-12,Highlights partial,GIAL01,JOANNE,1,150.0,7.5,12.0
38,1028,2018-06-13,Men's hair cut,WICJ01,JJ,1,40.0,2.0,3.2
39,1029,2018-06-13,Women's hair cut,FELH01,JJ,1,102.0,5.1,8.16
40,103,2018-04-05,Color touch up,HOLL01,KELLY,1,55.0,2.75,4.4
41,103,2018-04-05,Women's hair cut,HOLL01,SINEAD,1,80.0,4.0,6.4
42,1030,2018-06-13,Women's hair cut,BELK01,KELLY,1,55.0,2.75,4.4
43,1032,2018-06-13,Women's hair cut,NEEL01,JJ,1,102.0,5.1,8.16
44,1032,2018-06-13,Color touch up,NEEL01,JOANNE,1,70.0,3.5,5.6
45,1033,2018-06-13,Color full color,LIND01,JOANNE,1,75.0,3.75,6.0
46,1033,2018-06-13,Women's hair cut,LIND01,JJ,1,92.0,4.6,7.36
47,1034,2018-06-13,Blowdry,ELSM01,KELLY,1,55.0,2.75,4.4
48,1035,2018-06-13,Highlights partial,SHIG01,JOANNE,1,140.0,7.0,11.2
49,1035,2018-06-13,Women's hair cut,SHIG01,JJ,1,102.0,5.1,8.16
50,1037,2018-06-13,Women's hair cut,MINA01,JJ,1,82.0,4.1,6.56
51,1038,2018-06-13,Men's hair cut,WARN01,JJ,1,60.0,3.0,4.8
52,1039,2018-06-13,Men's hair cut,MAKP01,KELLY,1,35.0,1.75,2.8
53,104,2018-04-05,Women's hair cut,SHIG01,JJ,1,92.0,4.6,7.36
54,104,2018-04-05,Highlights partial,SHIG01,KELLY,1,100.0,5.0,8.0
55,1040,2018-06-13,Women's hair cut,COLJ02,JJ,1,82.0,4.1,6.56
56,1040,2018-06-13,PO CV instant levitation mist,COLJ02,JJ,1,35.4,1.77,2.832
57,1041,2018-06-14,Men's hair cut,SHAA01,BECKY,1,50.0,2.5,4.0
58,1042,2018-06-14,miscellaneous,WALK_IN,HOUSE,1,0.0,0.0,0.0
59,1043,2018-06-14,Men's hair cut,FLAD01,BECKY,1,50.0,2.5,4.0
60,1045,2018-06-14,Blowdry,KUKK01,BECKY,1,50.0,2.5,4.0
61,1045,2018-06-14,miscellaneous,KUKK01,HOUSE,1,-50.0,-2.5,-4.0
62,1046,2018-06-14,Highlights full,MACM01,JOANNE,1,140.0,7.0,11.2
63,1047,2018-06-14,Men's hair cut,MCNR01,KELLY,1,35.0,1.75,2.8
64,1048,2018-06-14,Men's hair cut,MCND01,BECKY,1,0.0,0.0,0.0
65,1049,2018-06-14,Women's hair cut,NOWT01,JJ,1,102.0,5.1,8.16
66,105,2018-04-05,Blow dry bundle 5+1,HILJ01,SINEAD,1,230.0,11.5,18.4
67,1051,2018-06-14,Blow dry bundle 5+1,WONM02,HOUSE,1,260.0,13.0,20.8
68,1052,2018-06-14,Blowdry,?A01,KELLY,1,35.0,1.75,2.8
69,1053,2018-06-14,Women's hair cut,DES01,BECKY,1,60.0,3.0,4.8
70,1054,2018-06-14,Men's hair cut,TSAR01,JJ,1,60.0,3.0,4.8
71,1057,2018-06-14,Women's hair cut,MARA01,BECKY,1,80.0,4.0,6.4
72,1058,2018-06-14,Women's hair cut,HACL01,JJ,1,82.0,4.1,6.56
73,106,2018-04-05,Men's hair cut,SUPR01,BECKY,1,30.0,1.5,2.4
74,1060,2018-06-14,miscellaneous,STAD01,KELLY,1,25.0,1.25,2.0
75,1061,2018-06-14,Women's hair cut,BOOR01,JJ,1,82.0,4.1,6.56
76,1062,2018-06-14,Treatments 1,CAYK01,JOANNE,1,20.0,1.0,1.6
77,1062,2018-06-14,Blowdry,CAYK01,JJ,1,52.0,2.6,4.16
78,1062,2018-06-14,Color touch up,CAYK01,JOANNE,1,70.0,3.5,5.6
79,1062,2018-06-14,PO strength cure sh 250ml,CAYK01,JOANNE,1,30.73,1.5365,2.4584
80,1064,2018-06-14,Blowdry,TOMV01,JJ,1,32.0,1.6,2.56
81,1065,2018-06-14,Color toner,FAUA01,KELLY,1,45.0,2.25,3.6
82,1065,2018-06-14,Women's hair cut,FAUA01,KELLY,1,45.0,2.25,3.6
83,1066,2018-06-14,Women's hair cut,KUMA01,KELLY,1,55.0,2.75,4.4
84,1067,2018-06-15,Men's hair cut,BRAN01,BECKY,1,50.0,2.5,4.0
85,1068,2018-06-15,Blowdry,DANJ03,JJ,1,52.0,2.6,4.16
86,107,2018-04-05,Men's hair cut,BREM01,SINEAD,1,35.0,1.75,2.8
87,1070,2018-06-15,Men's hair cut,COLJ01,JJ,1,60.0,3.0,4.8
88,1071,2018-06-15,Men's hair cut,KLEA01,BECKY,1,50.0,2.5,4.0
89,1071,2018-06-15,KM Night Rider 100g,KLEA01,BECKY,1,28.8,1.44,2.3040000000000003
90,1072,2018-06-15,Blowdry,COLG01,BECKY,1,50.0,2.5,4.0
91,1073,2018-06-15,Women's hair cut,TINA02,JJ,1,82.0,4.1,6.56
92,1074,2018-06-15,Men's hair cut,THOD01,JJ,1,60.0,3.0,4.8
93,1074,2018-06-15,Shu urban moisture sh 300,THOD01,JJ,1,41.4,2.07,3.312
94,1075,2018-06-15,Women's hair cut,CRAY01,KELLY,1,55.0,2.75,4.4
95,1075,2018-06-15,Shu BB cream thick 150m,CRAY01,KELLY,1,37.8,1.89,3.0239999999999996
96,1076,2018-06-15,Women's hair cut,COOM01,BECKY,1,80.0,4.0,6.4
97,1077,2018-06-15,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0
98,1077,2018-06-15,miscellaneous,SIRM01,HOUSE,1,-50.0,-2.5,-4.0
99,1078,2018-06-15,Women's hair cut,CHEW01,JJ,1,0.0,0.0,0.0
100,1079,2018-06-15,Men's hair cut,SPIJ01,BECKY,1,50.0,2.5,4.0
101,108,2018-04-05,Men's hair cut,PIPJ01,JJ,1,40.0,2.0,3.2
102,1080,2018-06-15,Color touch up,ROBT01,JOANNE,1,70.0,3.5,5.6
103,1082,2018-06-15,Blowdry,WIL*01,JJ,1,52.0,2.6,4.16
104,1083,2018-06-15,Blowdry,REIL01,BECKY,1,50.0,2.5,4.0
105,1084,2018-06-15,Color full color,HUDS01,JOANNE,1,85.0,4.25,6.8
106,1085,2018-06-15,Women's hair cut,TINA01,JJ,1,102.0,5.1,8.16
107,1087,2018-06-15,Color touch up,YANC01,JOANNE,1,50.0,2.5,4.0
108,1088,2018-06-15,Blowdry,WARG01,JJ,1,52.0,2.6,4.16
109,1090,2018-06-15,Accent lights and color,SCHC01,JOANNE,1,140.0,7.0,11.2
110,1090,2018-06-15,PO hydrate sh  250ml,SCHC01,JOANNE,1,30.73,1.5365,2.4584
111,1091,2018-06-15,Women's hair cut,MACV01,BECKY,1,60.0,3.0,4.8
112,1092,2018-06-15,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0
113,1092,2018-06-15,Color touch up,HILJ01,JOANNE,1,70.0,3.5,5.6
114,1092,2018-06-15,miscellaneous,HILJ01,HOUSE,1,-50.0,-2.5,-4.0
115,1093,2018-06-15,Women's hair cut,VERR01,JJ,1,82.0,4.1,6.56
116,1094,2018-06-15,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8
117,1095,2018-06-15,Women's hair cut,TAGS02,KELLY,1,65.0,3.25,5.2
118,1095,2018-06-15,Color touch up,TAGS02,KELLY,1,45.0,2.25,3.6
119,1096,2018-06-15,Women's hair cut,OSES01,JJ,1,82.0,4.1,6.56
120,1097,2018-06-15,Men's hair cut,ALIA01,BECKY,1,50.0,2.5,4.0
121,1099,2018-06-16,Blowdry,MASR01,JJ,1,32.0,1.6,2.56
122,11,2018-03-15,Men's camo color,SCHJ01,JJ,1,0.0,0.0,0.0
123,11,2018-03-15,Men's hair cut,SCHJ01,JJ,1,0.0,0.0,0.0
124,11,2018-03-15,Consultation,SCHJ01,JJ,1,0.0,0.0,0.0
125,1101,2018-06-16,Men's hair cut,MARG01,JJ,1,60.0,3.0,4.8
126,1102,2018-06-16,Color touch up,TUMM01,JOANNE,1,70.0,3.5,5.6
127,1102,2018-06-16,Blowdry,TUMM01,KELLY,1,55.0,2.75,4.4
128,1103,2018-06-16,Men's hair cut,MAXI01,KELLY,1,35.0,1.75,2.8
129,1104,2018-06-16,Women's hair cut,SCHH01,JJ,1,102.0,5.1,8.16
130,1105,2018-06-16,Women's hair cut,GARJ01,JJ,1,102.0,5.1,8.16
131,1105,2018-06-16,Color full color,GARJ01,JOANNE,1,85.0,4.25,6.8
132,1105,2018-06-16,KM Motion lotion 150ml,GARJ01,JJ,1,28.8,1.44,2.3040000000000003
133,1106,2018-06-16,Women's hair cut,DEUD01,KELLY,1,45.0,2.25,3.6
134,1107,2018-06-16,Women's hair cut,RICS01,JJ,1,82.0,4.1,6.56
135,1109,2018-06-16,Color touch up,PHIJ01,JOANNE,1,70.0,3.5,5.6
136,111,2018-04-05,Men's hair cut,LYNG01,JJ,1,40.0,2.0,3.2
137,1110,2018-06-16,Balayage,ROPR01,KELLY,1,150.0,7.5,12.0
138,1110,2018-06-16,Women's hair cut,ROPR01,KELLY,1,65.0,3.25,5.2
139,1110,2018-06-16,Smart Bond,ROPR01,KELLY,1,25.0,1.25,2.0
140,1111,2018-06-16,Women's hair cut,SASA01,KELLY,1,55.0,2.75,4.4
141,1112,2018-06-16,Color full color,MARM01,JOANNE,1,70.0,3.5,5.6
142,1114,2018-06-17,Men's hair cut,BOTN01,BECKY,1,50.0,2.5,4.0
143,1115,2018-06-17,Men's hair cut,STOD01,BECKY,1,50.0,2.5,4.0
144,1116,2018-06-17,Women's hair cut,BREH01,JJ,1,102.0,5.1,8.16
145,1116,2018-06-17,LP wild stylers savage panache,BREH01,JJ,1,23.4,1.17,1.8719999999999999
146,1118,2018-06-17,Blowdry,HUDM01,BECKY,1,50.0,2.5,4.0
147,1119,2018-06-17,Blowdry,HUDS01,BECKY,1,50.0,2.5,4.0
148,112,2018-04-06,Women's hair cut,BUZI01,JJ,1,0.0,0.0,0.0
149,1120,2018-06-17,Blowdry,WOOJ01,BECKY,1,50.0,2.5,4.0
150,1121,2018-06-19,Treatments 1,STEK02,KELLY,1,0.0,0.0,0.0
151,1121,2018-06-19,Blowdry,STEK02,KELLY,1,55.0,2.75,4.4
152,1123,2018-06-19,Women's hair cut,NIZS01,BECKY,1,60.0,3.0,4.8
153,1123,2018-06-19,PO hydrate sheer con 250ml,NIZS01,BECKY,1,33.52,1.676,2.6816
154,1123,2018-06-19,PO hydrate sh  250ml,NIZS01,BECKY,1,30.73,1.5365,2.4584
155,1124,2018-06-19,Consultation,MOOH01,JJ,1,0.0,0.0,0.0
156,1124,2018-06-19,LP wild stylers beach waves 15,MOOH01,JJ,1,24.3,1.215,1.944
157,1125,2018-06-19,Women's hair cut,RICP01,BECKY,1,80.0,4.0,6.4
158,1126,2018-06-19,Men's hair cut,SARA01,JJ,1,60.0,3.0,4.8
159,1129,2018-06-19,Highlights partial,TAYL01,JOANNE,1,160.0,8.0,12.8
160,113,2018-04-06,Men's hair cut,LEEP01,JJ,1,40.0,2.0,3.2
161,1130,2018-06-19,Women's hair cut,HOAS01,KELLY,1,55.0,2.75,4.4
162,1131,2018-06-19,Women's hair cut,HOUN01,JJ,1,82.0,4.1,6.56
163,1132,2018-06-19,Men's hair cut,TRES01,BECKY,1,30.0,1.5,2.4
164,1133,2018-06-19,Women's hair cut,CHIC01,KELLY,1,45.0,2.25,3.6
165,1134,2018-06-19,Color full color,DHAN01,JOANNE,1,75.0,3.75,6.0
166,1134,2018-06-19,Blowdry,DHAN01,JJ,1,42.0,2.1,3.36
167,1136,2018-06-19,Men's hair cut,MELE01,BECKY,1,50.0,2.5,4.0
168,1136,2018-06-19,LP homme strong 150m,MELE01,BECKY,1,20.5,1.025,1.64
169,1136,2018-06-19,KM Night Rider 100g,MELE01,BECKY,1,32.0,1.6,2.56
170,1138,2018-06-19,miscellaneous,MACS01,JJ,1,20.0,1.0,1.6
171,1141,2018-06-19,Women's hair cut,HOFJ01,KELLY,1,55.0,2.75,4.4
172,1142,2018-06-19,Men's hair cut,BROS02,BECKY,1,50.0,2.5,4.0
173,1143,2018-06-19,Men's hair cut,JOHM01,KELLY,1,35.0,1.75,2.8
174,1144,2018-06-19,Women's hair cut,MOSR01,JJ,1,82.0,4.1,6.56
175,1146,2018-06-20,Women's hair cut,KERT01,JJ,1,102.0,5.1,8.16
176,1147,2018-06-20,Women's hair cut,CHIT01,JJ,1,82.0,4.1,6.56
177,1148,2018-06-20,Men's hair cut,WITC01,KELLY,1,35.0,1.75,2.8
178,115,2018-04-06,Women's hair cut,SINM01,JJ,1,82.0,4.1,6.56
179,115,2018-04-06,elchim dryer,SINM01,JJ,1,199.2,9.96,15.936
180,1150,2018-06-20,Color touch up,WAGM01,JOANNE,1,50.0,2.5,4.0
181,1151,2018-06-20,Men's hair cut,SLUS01,JJ,1,60.0,3.0,4.8
182,1152,2018-06-20,Men's hair cut,POTR01,JJ,1,60.0,3.0,4.8
183,1154,2018-06-20,accent lights,CORS01,JOANNE,1,140.0,7.0,11.2
184,1154,2018-06-20,Women's hair cut,CORS01,JJ,1,102.0,5.1,8.16
185,1155,2018-06-20,Women's hair cut,VERM01,JJ,1,102.0,5.1,8.16
186,1156,2018-06-20,Women's hair cut,MACD01,KELLY,1,55.0,2.75,4.4
187,1157,2018-06-20,Men's hair cut,SCHJ01,JJ,1,60.0,3.0,4.8
188,1157,2018-06-20,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6
189,1158,2018-06-20,Women's hair cut,TRIL01,JJ,1,82.0,4.1,6.56
190,1159,2018-06-20,Women's hair cut,WAL*01,JJ,1,82.0,4.1,6.56
191,1161,2018-06-20,Men's hair cut,BORJ01,JJ,1,60.0,3.0,4.8
192,1162,2018-06-21,Blowdry,DONN01,JJ,1,32.0,1.6,2.56
193,1162,2018-06-21,Blowdry,RIHM01,BECKY,1,30.0,1.5,2.4
194,1163,2018-06-21,Women's hair cut,MANL01,BECKY,1,80.0,4.0,6.4
195,1164,2018-06-21,Women's hair cut,HILE01,JJ,1,102.0,5.1,8.16
196,1166,2018-06-21,Color touch up,GHOP01,JOANNE,1,70.0,3.5,5.6
197,1166,2018-06-21,Women's hair cut,GHOP01,BECKY,1,80.0,4.0,6.4
198,1166,2018-06-21,miscellaneous,GHOP01,BECKY,1,-45.0,-2.25,-3.6
199,1167,2018-06-21,Women's hair cut,RUBA01,JJ,1,82.0,4.1,6.56
200,1168,2018-06-21,Accent lights and color,COLG01,JOANNE,1,140.0,7.0,11.2
201,1168,2018-06-21,Blowdry,COLG01,BECKY,1,50.0,2.5,4.0
202,1169,2018-06-21,Women's hair cut,KOZC01,KELLY,1,55.0,2.75,4.4
203,117,2018-04-06,Women's hair cut,BROS01,BECKY,1,60.0,3.0,4.8
204,1170,2018-06-21,Blowdry,KUKK01,BECKY,1,50.0,2.5,4.0
205,1170,2018-06-21,miscellaneous,KUKK01,HOUSE,1,-50.0,-2.5,-4.0
206,1171,2018-06-21,Color touch up,BURL01,JOANNE,1,70.0,3.5,5.6
207,1171,2018-06-21,Women's hair cut,BURL01,KELLY,1,75.0,3.75,6.0
208,1172,2018-06-21,Women's hair cut,AINM01,JJ,1,102.0,5.1,8.16
209,1174,2018-06-21,Color touch up,WYRC01,JOANNE,1,70.0,3.5,5.6
210,1175,2018-06-21,Consultation,JM01,KELLY,1,10.0,0.5,0.8
211,1176,2018-06-21,Women's hair cut,BHAT01,BECKY,1,60.0,3.0,4.8
212,1177,2018-06-21,Women's hair cut,MOLA01,JJ,1,102.0,5.1,8.16
213,1178,2018-06-21,Men's hair cut,HENB01,JJ,1,60.0,3.0,4.8
214,118,2018-04-06,Men's camo color,PLUJ01,JJ,1,0.0,0.0,0.0
215,118,2018-04-06,Men's hair cut,PLUJ01,JJ,1,40.0,2.0,3.2
216,1180,2018-06-21,Men's hair cut,BURT01,JJ,1,60.0,3.0,4.8
217,1181,2018-06-21,Women's hair cut,LEEM01,JJ,1,102.0,5.1,8.16
218,1181,2018-06-21,Color full color,LEEM01,JOANNE,1,85.0,4.25,6.8
219,1182,2018-06-21,Women's hair cut,RUTR01,JJ,1,102.0,5.1,8.16
220,1182,2018-06-21,Color full color,RUTR01,JOANNE,1,85.0,4.25,6.8
221,1183,2018-06-22,Blow dry bundle 5+1,SIRM01,HOUSE,1,250.0,12.5,20.0
222,1185,2018-06-22,Women's hair cut,KATS01,KELLY,1,55.0,2.75,4.4
223,1186,2018-06-22,Women's hair cut,WIL*01,JJ,1,102.0,5.1,8.16
224,1186,2018-06-22,Color touch up,WIL*01,JOANNE,1,70.0,3.5,5.6
225,1187,2018-06-22,Women's hair cut,PANP01,KELLY,1,55.0,2.75,4.4
226,1188,2018-06-22,Men's hair cut,KOEE01,KELLY,1,35.0,1.75,2.8
227,1189,2018-06-22,Men's hair cut,MURS01,BECKY,1,5.0,0.25,0.4
228,119,2018-04-06,Men's hair cut,KLEA01,BECKY,1,30.0,1.5,2.4
229,1192,2018-06-22,Women's hair cut,NGUS01,JJ,1,102.0,5.1,8.16
230,1193,2018-06-22,Men's hair cut,ABL*01,BECKY,1,50.0,2.5,4.0
231,1193,2018-06-22,Shu cleansing oil sh400ml,ABL*01,BECKY,1,50.4,2.52,4.032
232,1194,2018-06-22,Men's hair cut,CROB01,KELLY,1,35.0,1.75,2.8
233,1194,2018-06-22,miscellaneous,CROB01,KELLY,1,18.0,0.9,1.44
234,1195,2018-06-22,Women's hair cut,DSIC01,JJ,1,82.0,4.1,6.56
235,1196,2018-06-22,Blow dry bundle 5+1,HILJ01,HOUSE,1,250.0,12.5,20.0
236,1197,2018-06-22,Consultation,KHUN01,KELLY,1,20.0,1.0,1.6
237,1198,2018-06-22,Men's hair cut,LIMB01,BECKY,1,50.0,2.5,4.0
238,1199,2018-06-22,Men's hair cut,BUDG02,BECKY,1,50.0,2.5,4.0
239,12,2018-03-15,Men's hair cut,SCHJ02,JJ,1,40.0,2.0,3.2
240,120,2018-04-06,Color full color,MORB01,KELLY,1,70.0,3.5,5.6
241,120,2018-04-06,Blowdry,MORB01,BECKY,1,40.0,2.0,3.2
242,1200,2018-06-22,Consultation,INFB01,KELLY,1,0.0,0.0,0.0
243,1201,2018-06-22,Blowdry,WOOD02,JJ,1,52.0,2.6,4.16
244,1202,2018-06-23,Women's hair cut,SPRK01,JJ,1,81.6,4.08,6.528
245,1203,2018-06-23,Blowdry,HUAR01,KELLY,1,35.0,1.75,2.8
246,1204,2018-06-23,Color touch up,ERWS01,JOANNE,1,70.0,3.5,5.6
247,1204,2018-06-23,Women's hair cut,ERWS01,JJ,1,102.0,5.1,8.16
248,1204,2018-06-23,KM Night Rider 100g,ERWS01,JJ,1,28.8,1.44,2.3040000000000003
249,1205,2018-06-23,Men's hair cut,TIEM01,KELLY,1,35.0,1.75,2.8
250,1205,2018-06-23,double process blonde,TIEM01,KELLY,1,100.0,5.0,8.0
251,1205,2018-06-23,Color toner,TIEM01,KELLY,1,20.0,1.0,1.6
252,1205,2018-06-23,Smart Bond,TIEM01,KELLY,1,50.0,2.5,4.0
253,1206,2018-06-23,Color touch up,FIGM01,KELLY,1,65.0,3.25,5.2
254,1207,2018-06-23,Women's hair cut,CONJ01,JJ,1,82.0,4.1,6.56
255,1208,2018-06-23,Accent lights and color,LEEO01,JOANNE,1,140.0,7.0,11.2
256,121,2018-04-06,Men's hair cut,THOW02,JJ,1,40.0,2.0,3.2
257,1210,2018-06-23,Women's hair cut,TAYB01,JJ,1,82.0,4.1,6.56
258,1211,2018-06-23,Women's hair cut,SUNS01,KELLY,1,45.0,2.25,3.6
259,1211,2018-06-23,Color touch up,SUNS01,KELLY,1,65.0,3.25,5.2
260,1212,2018-06-23,Color full color,BENS02,JOANNE,1,65.0,3.25,5.2
261,1212,2018-06-23,PO Hydrate sheer sh 250ml,BENS02,JOANNE,1,30.73,1.5365,2.4584
262,1213,2018-06-23,Women's hair cut,RUDJ01,KELLY,1,45.0,2.25,3.6
263,1216,2018-06-23,Color touch up,WOOJ01,JOANNE,1,70.0,3.5,5.6
264,1216,2018-06-23,Blowdry,WOOJ01,JJ,1,52.0,2.6,4.16
265,1218,2018-06-23,Blowdry,?A01,KELLY,1,55.0,2.75,4.4
266,1219,2018-06-26,Women's hair cut,LINJ01,JJ,1,102.0,5.1,8.16
267,1220,2018-06-26,Men's hair cut,YATT01,BECKY,1,50.0,2.5,4.0
268,1221,2018-06-26,Men's hair cut,NIES02,JJ,1,60.0,3.0,4.8
269,1222,2018-06-26,Women's hair cut,BRES01,JJ,1,102.0,5.1,8.16
270,1223,2018-06-26,Men's hair cut,PARJ02,KELLY,1,35.0,1.75,2.8
271,1224,2018-06-26,Women's hair cut,STEK01,BECKY,1,80.0,4.0,6.4
272,1225,2018-06-26,Blowdry,NELT01,JJ,1,52.0,2.6,4.16
273,1226,2018-06-26,Women's hair cut,LEHF01,BECKY,1,60.0,3.0,4.8
274,1227,2018-06-26,Men's hair cut,ZUKS01,BECKY,1,50.0,2.5,4.0
275,1228,2018-06-26,Blowdry,RICP01,KELLY,1,55.0,2.75,4.4
276,123,2018-04-06,Accent lights and color,NGUS01,KELLY,1,90.0,4.5,7.2
277,1230,2018-06-26,Women's hair cut,MARD01,BECKY,1,80.0,4.0,6.4
278,1231,2018-06-26,Men's hair cut,VERD01,KELLY,1,55.0,2.75,4.4
279,1232,2018-06-26,Blowdry,FIND01,KELLY,1,45.0,2.25,3.6
280,1232,2018-06-26,Highlights partial,FIND01,JOANNE,1,150.0,7.5,12.0
281,1234,2018-06-26,Men's hair cut,TRAJ01,JJ,1,60.0,3.0,4.8
282,1236,2018-06-26,Blowdry,PENM01,BECKY,1,50.0,2.5,4.0
283,1236,2018-06-26,Color mini touch up,PENM01,JOANNE,1,50.0,2.5,4.0
284,1236,2018-06-26,miscellaneous,PENM01,HOUSE,1,-50.0,-2.5,-4.0
285,1237,2018-06-26,Women's hair cut,FRAM01,KELLY,1,45.0,2.25,3.6
286,1238,2018-06-26,Women's hair cut,FER*01,BECKY,1,60.0,3.0,4.8
287,1239,2018-06-26,Women's hair cut,FANM01,JJ,1,82.0,4.1,6.56
288,1241,2018-06-26,Consultation,LEM01,KELLY,1,0.0,0.0,0.0
289,1243,2018-06-26,Color full color,ZHAV01,JOANNE,1,65.0,3.25,5.2
290,1244,2018-06-27,Men's hair cut,BERI01,JJ,1,60.0,3.0,4.8
291,1245,2018-06-27,Men's hair cut,STEH01,JJ,1,60.0,3.0,4.8
292,1246,2018-06-27,Men's hair cut,LYNG01,JJ,1,60.0,3.0,4.8
293,1247,2018-06-27,Blowdry,LEWH02,KELLY,1,35.0,1.75,2.8
294,1248,2018-06-27,Men's hair cut,GREB01,JJ,1,40.0,2.0,3.2
295,1250,2018-06-27,Women's hair cut,WOOD01,JJ,1,102.0,5.1,8.16
296,1250,2018-06-27,Color touch up,WOOD01,JOANNE,1,70.0,3.5,5.6
297,1251,2018-06-27,Blowdry,MESN01,BECKY,1,50.0,2.5,4.0
298,1252,2018-06-27,Blowdry,HOLL01,BECKY,1,50.0,2.5,4.0
299,1252,2018-06-27,Color touch up,HOLL01,JOANNE,1,70.0,3.5,5.6
300,1253,2018-06-27,Men's hair cut,HOWC01,JJ,1,60.0,3.0,4.8
301,1253,2018-06-27,Shu cotton uzu 75m,HOWC01,JJ,1,37.8,1.89,3.0239999999999996
302,1254,2018-06-27,Women's hair cut,PARS01,BECKY,1,80.0,4.0,6.4
303,1255,2018-06-27,Women's hair cut,COXH01,KELLY,1,75.0,3.75,6.0
304,1256,2018-06-27,Men's hair cut,MCCB01,BECKY,1,50.0,2.5,4.0
305,1257,2018-06-27,Color full color,BELK01,KELLY,1,65.0,3.25,5.2
306,1258,2018-06-27,Women's hair cut,YANM01,KELLY,1,55.0,2.75,4.4
307,1259,2018-06-27,Men's hair cut,SHAS01,JJ,1,60.0,3.0,4.8
308,126,2018-04-06,Men's hair cut,WAX*01,JJ,1,40.0,2.0,3.2
309,1260,2018-06-27,Color touch up,CARK01,KELLY,1,40.0,2.0,3.2
310,1260,2018-06-27,Men's hair cut,CARK01,KELLY,1,55.0,2.75,4.4
311,1261,2018-06-28,Blow dry bundle 5+1,KUKK01,HOUSE,1,250.0,12.5,20.0
312,1262,2018-06-28,Men's hair cut,DUFD01,JJ,1,60.0,3.0,4.8
313,1265,2018-06-28,Women's hair cut,BOTS01,KELLY,1,55.0,2.75,4.4
314,1265,2018-06-28,Women's hair cut,BOTC01,BECKY,1,60.0,3.0,4.8
